Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
27,No,Travel_Frequently,1131,Research & Development,15 years ,3,Life Sciences,1870,Very High,Female,77,Medium,Entry Level,Research Scientist,Low,Married,4774,0,No,19,Stanadard,Very High,80,1,8 years ,Good,7,6,7,3
39,No,Travel_Rarely,835,Research & Development,19 years ,4,Other,1871,Very High,Male,41,High,Junior Level,Research Scientist,Very High,Divorced,3902,8,No,14,Stanadard,Medium,80,3,7 years ,Better,2,2,2,2
55,No,Travel_Rarely,836,Research & Development,2 years ,4,Technical Degree,1873,Medium,Male,98,Medium,Entry Level,Research Scientist,Very High,Married,2662,8,No,20,High,Medium,80,1,19 years ,Best,5,2,0,4
28,No,Travel_Rarely,1172,Sales,3 years ,3,Medical,1875,Medium,Female,78,High,Entry Level,Sales Representative,Medium,Married,2856,1,No,19,Stanadard,Very High,80,1,1 years ,Better,1,0,0,0
30,Yes,Travel_Rarely,945,Sales,9 years ,3,Medical,1876,Medium,Male,89,High,Entry Level,Sales Representative,Very High,Single,1081,1,No,13,Stanadard,High,80,0,1 years ,Good,1,0,0,0
22,Yes,Travel_Rarely,391,Research & Development,7 years ,1,Life Sciences,1878,Very High,Male,75,High,Entry Level,Research Scientist,Medium,Single,2472,1,Yes,23,High,Low,80,0,1 years ,Better,1,0,0,0
36,No,Travel_Rarely,1266,Sales,10 years ,4,Technical Degree,1880,Medium,Female,63,Medium,Junior Level,Sales Executive,High,Married,5673,1,Yes,13,Stanadard,Low,80,1,10 years ,Better,10,9,1,7
31,No,Travel_Rarely,311,Research & Development,20 years ,3,Life Sciences,1881,Medium,Male,89,High,Junior Level,Laboratory Technician,High,Divorced,4197,1,No,11,Stanadard,Low,80,1,10 years ,Better,10,8,0,2
34,No,Travel_Rarely,1480,Sales,4 years ,3,Life Sciences,1882,High,Male,64,High,Senior Level,Sales Executive,Very High,Married,9713,2,Yes,13,Stanadard,Very High,80,3,9 years ,Better,5,3,1,0
29,No,Travel_Rarely,592,Research & Development,7 years ,3,Life Sciences,1883,Very High,Male,59,High,Entry Level,Laboratory Technician,Low,Single,2062,3,No,14,Stanadard,Medium,80,0,11 years ,Better,3,2,1,2
37,No,Travel_Rarely,783,Research & Development,7 years ,4,Medical,1885,Very High,Male,78,High,Junior Level,Research Scientist,Low,Married,4284,5,Yes,22,High,High,80,1,16 years ,Better,5,3,0,4
35,No,Travel_Rarely,219,Research & Development,16 years ,2,Other,1886,Very High,Female,44,Medium,Junior Level,Manufacturing Director,Medium,Married,4788,0,Yes,11,Stanadard,Very High,80,0,4 years ,Better,3,2,0,2
45,No,Travel_Rarely,556,Research & Development,25 years ,2,Life Sciences,1888,Medium,Female,93,Medium,Junior Level,Manufacturing Director,Very High,Married,5906,0,No,13,Stanadard,Very High,80,2,10 years ,Good,9,8,3,8
36,No,Travel_Frequently,1213,Human Resources,2 years ,1,Human Resources,1890,Medium,Male,94,Medium,Junior Level,Human Resources,Very High,Single,3886,1,No,21,High,Very High,80,0,10 years ,Good,10,1,0,8
40,No,Travel_Rarely,1137,Research & Development,1 years ,4,Life Sciences,1892,Low,Male,98,High,Lead Level,Manager,Low,Divorced,16823,2,No,11,Stanadard,Low,80,1,22 years ,Better,19,7,11,16
26,No,Travel_Rarely,482,Research & Development,1 years ,2,Life Sciences,1893,Medium,Female,90,Medium,Entry Level,Research Scientist,High,Married,2933,1,Yes,13,Stanadard,High,80,1,1 years ,Good,1,0,1,0
27,No,Travel_Rarely,511,Sales,2 years ,2,Medical,1898,Low,Female,89,Very High,Junior Level,Sales Executive,High,Single,6500,0,No,14,Stanadard,Medium,80,0,9 years ,Good,8,7,0,7
48,No,Travel_Frequently,117,Research & Development,22 years ,3,Medical,1900,Very High,Female,58,High,Lead Level,Manager,Very High,Divorced,17174,3,No,11,Stanadard,Medium,80,1,24 years ,Better,22,17,4,7
44,No,Travel_Rarely,170,Research & Development,1 years ,4,Life Sciences,1903,Medium,Male,78,Very High,Junior Level,Healthcare Representative,Low,Married,5033,2,No,15,Stanadard,Very High,80,1,10 years ,Better,2,0,2,2
34,Yes,Non-Travel,967,Research & Development,16 years ,4,Technical Degree,1905,Very High,Male,85,Low,Entry Level,Research Scientist,Low,Married,2307,1,Yes,23,High,Medium,80,1,5 years ,Better,5,2,3,0
56,Yes,Travel_Rarely,1162,Research & Development,24 years ,2,Life Sciences,1907,Low,Male,97,High,Entry Level,Laboratory Technician,Very High,Single,2587,1,No,16,Stanadard,Very High,80,0,5 years ,Better,4,2,1,0
36,No,Travel_Rarely,335,Sales,17 years ,2,Marketing,1908,High,Male,33,Medium,Junior Level,Sales Executive,Medium,Married,5507,2,No,16,Stanadard,High,80,2,12 years ,Bad,4,2,1,3
41,No,Travel_Rarely,337,Sales,8 years ,3,Marketing,1909,High,Female,54,High,Junior Level,Sales Executive,Medium,Married,4393,5,No,21,High,High,80,1,14 years ,Better,5,4,1,4
42,No,Travel_Rarely,1396,Research & Development,6 years ,3,Medical,1911,High,Male,83,High,Senior Level,Research Director,Low,Married,13348,9,No,13,Stanadard,Medium,80,1,18 years ,Best,13,7,5,7
31,No,Travel_Rarely,1079,Sales,10 years ,2,Medical,1912,High,Female,86,High,Junior Level,Sales Executive,Very High,Divorced,6583,2,Yes,11,Stanadard,Very High,80,1,8 years ,Better,5,2,1,4
34,No,Travel_Rarely,735,Sales,3 years ,1,Medical,1915,Very High,Female,75,Medium,Junior Level,Sales Executive,Very High,Married,8103,3,Yes,12,Stanadard,High,80,0,9 years ,Good,4,2,0,1
31,No,Travel_Rarely,471,Research & Development,4 years ,3,Medical,1916,Low,Female,62,Very High,Entry Level,Laboratory Technician,High,Divorced,3978,8,No,12,Stanadard,Medium,80,1,4 years ,Good,2,2,2,2
26,No,Travel_Frequently,1096,Research & Development,6 years ,3,Other,1918,High,Male,61,Very High,Entry Level,Laboratory Technician,Very High,Married,2544,0,No,18,Stanadard,Low,80,1,8 years ,Better,7,7,7,7
45,No,Travel_Frequently,1297,Research & Development,1 years ,4,Medical,1922,Medium,Male,44,High,Junior Level,Healthcare Representative,High,Single,5399,4,No,12,Stanadard,High,80,0,12 years ,Better,4,2,0,3
33,No,Travel_Rarely,217,Sales,10 years ,4,Marketing,1924,Medium,Male,43,High,Junior Level,Sales Executive,High,Single,5487,1,No,14,Stanadard,Medium,80,0,10 years ,Good,10,4,0,9
28,No,Travel_Frequently,783,Sales,1 years ,2,Life Sciences,1927,High,Male,42,Medium,Junior Level,Sales Executive,Very High,Married,6834,1,Yes,12,Stanadard,High,80,1,7 years ,Better,7,7,0,7
29,Yes,Travel_Frequently,746,Sales,24 years ,3,Technical Degree,1928,High,Male,45,Very High,Entry Level,Sales Representative,Low,Single,1091,1,No,17,Stanadard,Very High,80,0,1 years ,Better,1,0,0,0
39,No,Non-Travel,1251,Sales,21 years ,4,Life Sciences,1929,Low,Female,32,Low,Junior Level,Sales Executive,High,Married,5736,6,No,19,Stanadard,High,80,1,10 years ,Better,3,2,1,2
27,No,Travel_Rarely,1354,Research & Development,2 years ,4,Technical Degree,1931,Medium,Male,41,High,Entry Level,Research Scientist,Medium,Married,2226,1,No,11,Stanadard,High,80,1,6 years ,Good,5,3,1,2
34,No,Travel_Frequently,735,Research & Development,22 years ,4,Other,1932,High,Male,86,Medium,Junior Level,Research Scientist,Very High,Married,5747,1,Yes,15,Stanadard,Medium,80,0,16 years ,Better,15,10,6,11
28,Yes,Travel_Rarely,1475,Sales,13 years ,2,Marketing,1933,Very High,Female,84,High,Junior Level,Sales Executive,High,Single,9854,3,Yes,11,Stanadard,Very High,80,0,6 years ,Better,2,0,2,2
47,No,Non-Travel,1169,Research & Development,14 years ,4,Technical Degree,1934,High,Male,64,High,Junior Level,Research Scientist,Medium,Married,5467,8,No,18,Stanadard,High,80,1,16 years ,Best,8,7,1,7
56,No,Travel_Rarely,1443,Sales,11 years ,5,Marketing,1935,Very High,Female,89,Medium,Junior Level,Sales Executive,Low,Married,5380,4,No,16,Stanadard,High,80,1,6 years ,Better,0,0,0,0
39,No,Travel_Rarely,867,Research & Development,9 years ,2,Medical,1936,Low,Male,87,High,Junior Level,Manufacturing Director,Low,Married,5151,1,No,25,High,Very High,80,1,10 years ,Better,10,0,7,9
38,No,Travel_Frequently,1394,Research & Development,8 years ,3,Medical,1937,Very High,Female,58,Medium,Junior Level,Research Scientist,Medium,Divorced,2133,1,Yes,16,Stanadard,High,80,1,20 years ,Better,20,11,0,7
58,No,Travel_Rarely,605,Sales,21 years ,3,Life Sciences,1938,Very High,Female,72,High,Lead Level,Manager,Very High,Married,17875,4,Yes,13,Stanadard,High,80,1,29 years ,Good,1,0,0,0
32,Yes,Travel_Frequently,238,Research & Development,5 years ,2,Life Sciences,1939,Low,Female,47,Very High,Entry Level,Research Scientist,High,Single,2432,3,Yes,14,Stanadard,Low,80,0,8 years ,Better,4,1,0,3
38,No,Travel_Rarely,1206,Research & Development,9 years ,2,Life Sciences,1940,Medium,Male,71,High,Entry Level,Research Scientist,Very High,Divorced,4771,2,No,19,Stanadard,Very High,80,2,10 years ,Best,5,2,0,3
49,No,Travel_Frequently,1064,Research & Development,2 years ,1,Life Sciences,1941,Medium,Male,42,High,Director Level,Research Director,Very High,Married,19161,3,No,15,Stanadard,Very High,80,0,28 years ,Better,5,4,4,3
42,No,Travel_Rarely,419,Sales,12 years ,4,Marketing,1943,Medium,Male,77,High,Junior Level,Sales Executive,Very High,Divorced,5087,3,Yes,12,Stanadard,High,80,2,14 years ,Better,0,0,0,0
27,Yes,Travel_Frequently,1337,Human Resources,22 years ,3,Human Resources,1944,Low,Female,58,Medium,Entry Level,Human Resources,Medium,Married,2863,1,No,12,Stanadard,Low,80,0,1 years ,Better,1,0,0,0
35,No,Travel_Rarely,682,Sales,18 years ,4,Medical,1945,Medium,Male,71,High,Junior Level,Sales Executive,Low,Married,5561,0,No,16,Stanadard,Very High,80,1,6 years ,Bad,5,3,0,4
28,No,Non-Travel,1103,Research & Development,16 years ,3,Medical,1947,High,Male,49,High,Entry Level,Research Scientist,High,Single,2144,1,No,14,Stanadard,High,80,0,5 years ,Good,5,3,1,4
31,No,Non-Travel,976,Research & Development,3 years ,2,Medical,1948,High,Male,48,High,Entry Level,Research Scientist,Low,Divorced,3065,1,Yes,13,Stanadard,Very High,80,1,4 years ,Best,4,2,2,3
36,No,Non-Travel,1351,Research & Development,9 years ,4,Life Sciences,1949,Low,Male,66,Very High,Entry Level,Laboratory Technician,Medium,Married,2810,1,No,22,High,Medium,80,0,5 years ,Better,5,4,0,2
34,No,Travel_Rarely,937,Sales,1 years ,3,Marketing,1950,Low,Male,32,High,Senior Level,Sales Executive,Very High,Single,9888,1,No,21,High,Low,80,0,14 years ,Good,14,8,2,1
34,No,Travel_Rarely,1239,Sales,13 years ,4,Medical,1951,Very High,Male,39,High,Senior Level,Sales Executive,High,Divorced,8628,1,No,18,Stanadard,High,80,1,9 years ,Good,8,7,1,1
26,No,Travel_Rarely,157,Research & Development,1 years ,3,Medical,1952,High,Male,95,High,Entry Level,Laboratory Technician,Low,Single,2867,0,No,13,Stanadard,Very High,80,0,8 years ,Good,7,7,7,6
29,No,Travel_Rarely,136,Research & Development,1 years ,3,Life Sciences,1954,Low,Male,89,High,Junior Level,Healthcare Representative,Low,Married,5373,0,No,12,Stanadard,Low,80,1,6 years ,Good,5,3,0,2
32,No,Non-Travel,1146,Research & Development,15 years ,4,Medical,1955,High,Female,34,High,Junior Level,Healthcare Representative,Very High,Divorced,6667,5,No,18,Stanadard,Medium,80,1,9 years ,Better,5,1,1,2
31,No,Travel_Frequently,1125,Research & Development,1 years ,3,Life Sciences,1956,Very High,Male,48,Low,Junior Level,Research Scientist,Low,Married,5003,1,No,21,High,Medium,80,0,10 years ,Better,10,8,8,7
28,Yes,Travel_Rarely,1404,Research & Development,17 years ,3,Technical Degree,1960,High,Male,32,Medium,Entry Level,Laboratory Technician,Very High,Divorced,2367,5,No,12,Stanadard,Low,80,1,6 years ,Good,4,1,0,3
38,No,Travel_Rarely,1404,Sales,1 years ,3,Life Sciences,1961,Low,Male,59,Medium,Entry Level,Sales Representative,Low,Single,2858,4,No,14,Stanadard,Low,80,0,20 years ,Good,1,0,0,0
35,No,Travel_Rarely,1224,Sales,7 years ,4,Life Sciences,1962,High,Female,55,High,Junior Level,Sales Executive,Very High,Married,5204,1,Yes,11,Stanadard,Very High,80,0,10 years ,Better,10,8,0,9
27,No,Travel_Rarely,954,Sales,9 years ,3,Marketing,1965,Very High,Male,44,High,Junior Level,Sales Executive,Very High,Single,4105,1,No,14,Stanadard,Low,80,0,7 years ,Better,7,7,0,7
32,No,Travel_Rarely,1373,Research & Development,5 years ,4,Life Sciences,1966,Very High,Male,56,Medium,Junior Level,Manufacturing Director,Very High,Single,9679,8,No,24,High,Medium,80,0,8 years ,Better,1,0,0,0
31,Yes,Travel_Frequently,754,Sales,26 years ,4,Marketing,1967,Low,Male,63,High,Junior Level,Sales Executive,Very High,Married,5617,1,Yes,11,Stanadard,High,80,0,10 years ,Better,10,7,0,8
53,Yes,Travel_Rarely,1168,Sales,24 years ,4,Life Sciences,1968,Low,Male,66,High,Senior Level,Sales Executive,Low,Single,10448,6,Yes,13,Stanadard,Medium,80,0,15 years ,Good,2,2,2,2
54,No,Travel_Rarely,155,Research & Development,9 years ,2,Life Sciences,1969,Low,Female,67,High,Junior Level,Research Scientist,High,Married,2897,3,No,11,Stanadard,High,80,2,9 years ,Good,4,3,2,3
33,No,Travel_Frequently,1303,Research & Development,7 years ,2,Life Sciences,1970,Very High,Male,36,High,Junior Level,Healthcare Representative,High,Divorced,5968,1,No,20,High,High,80,3,9 years ,Better,9,7,2,8
43,No,Travel_Rarely,574,Research & Development,11 years ,3,Life Sciences,1971,Low,Male,30,High,Senior Level,Healthcare Representative,High,Married,7510,1,No,17,Stanadard,Medium,80,1,10 years ,Better,10,9,0,9
38,No,Travel_Frequently,1444,Human Resources,1 years ,4,Other,1972,Very High,Male,88,High,Entry Level,Human Resources,Medium,Married,2991,0,Yes,11,Stanadard,Medium,80,1,7 years ,Better,6,2,1,2
55,No,Travel_Rarely,189,Human Resources,26 years ,4,Human Resources,1973,High,Male,71,Very High,Director Level,Manager,Medium,Married,19636,4,Yes,18,Stanadard,Low,80,1,35 years ,Better,10,9,1,4
31,No,Travel_Rarely,1276,Research & Development,2 years ,1,Medical,1974,Very High,Female,59,Low,Entry Level,Laboratory Technician,Very High,Divorced,1129,1,Yes,11,Stanadard,High,80,3,1 years ,Better,1,0,0,0
39,No,Travel_Rarely,119,Sales,15 years ,4,Marketing,1975,Medium,Male,77,High,Lead Level,Sales Executive,Low,Single,13341,0,No,12,Stanadard,Low,80,0,21 years ,Better,20,8,11,10
42,No,Non-Travel,335,Research & Development,23 years ,2,Life Sciences,1976,Very High,Male,37,Medium,Junior Level,Research Scientist,High,Single,4332,1,No,12,Stanadard,Very High,80,0,20 years ,Better,20,9,3,7
31,No,Non-Travel,697,Research & Development,10 years ,3,Medical,1979,High,Female,40,High,Senior Level,Research Director,High,Married,11031,4,No,20,High,High,80,1,13 years ,Best,11,7,4,8
54,No,Travel_Rarely,157,Research & Development,10 years ,3,Medical,1980,High,Female,77,High,Junior Level,Manufacturing Director,Low,Single,4440,6,Yes,19,Stanadard,Very High,80,0,9 years ,Better,5,2,1,4
24,No,Travel_Rarely,771,Research & Development,1 years ,2,Life Sciences,1981,Medium,Male,45,Medium,Junior Level,Healthcare Representative,High,Single,4617,1,No,12,Stanadard,Medium,80,0,4 years ,Good,4,3,1,2
23,No,Travel_Rarely,571,Research & Development,12 years ,2,Other,1982,Very High,Male,78,High,Entry Level,Laboratory Technician,Very High,Single,2647,1,No,13,Stanadard,High,80,0,5 years ,Best,5,2,1,4
40,No,Travel_Frequently,692,Research & Development,11 years ,3,Technical Degree,1985,Very High,Female,73,High,Junior Level,Laboratory Technician,High,Married,6323,1,No,11,Stanadard,Low,80,1,10 years ,Best,10,9,9,4
40,No,Travel_Rarely,444,Sales,2 years ,2,Marketing,1986,Medium,Female,92,High,Junior Level,Sales Executive,Medium,Married,5677,3,No,14,Stanadard,High,80,1,15 years ,Better,11,8,5,10
25,No,Travel_Rarely,309,Human Resources,2 years ,3,Human Resources,1987,High,Female,82,High,Entry Level,Human Resources,Medium,Married,2187,4,No,14,Stanadard,High,80,0,6 years ,Better,2,0,1,2
30,No,Travel_Rarely,911,Research & Development,1 years ,2,Medical,1989,Very High,Male,76,High,Entry Level,Laboratory Technician,Medium,Married,3748,1,No,13,Stanadard,High,80,0,12 years ,Good,12,8,1,7
25,No,Travel_Rarely,977,Research & Development,2 years ,1,Other,1992,Very High,Male,57,High,Entry Level,Laboratory Technician,High,Divorced,3977,6,Yes,19,Stanadard,High,80,1,7 years ,Good,2,2,0,2
47,No,Travel_Rarely,1180,Research & Development,25 years ,3,Medical,1993,Low,Male,84,High,Senior Level,Healthcare Representative,High,Single,8633,2,No,23,High,Medium,80,0,25 years ,Better,17,14,12,11
33,No,Non-Travel,1313,Research & Development,1 years ,2,Medical,1994,Medium,Male,59,Medium,Entry Level,Laboratory Technician,High,Divorced,2008,1,No,12,Stanadard,High,80,3,1 years ,Good,1,1,0,0
38,No,Travel_Rarely,1321,Sales,1 years ,4,Life Sciences,1995,Very High,Male,86,High,Junior Level,Sales Executive,Medium,Married,4440,0,No,15,Stanadard,Low,80,2,16 years ,Better,15,13,5,8
31,No,Travel_Rarely,1154,Sales,2 years ,2,Life Sciences,1996,Low,Male,54,High,Entry Level,Sales Representative,High,Married,3067,0,No,19,Stanadard,High,80,1,3 years ,Better,2,2,1,2
38,No,Travel_Frequently,508,Research & Development,6 years ,4,Life Sciences,1997,Low,Male,72,Medium,Junior Level,Manufacturing Director,High,Married,5321,2,No,11,Stanadard,Very High,80,1,10 years ,Better,8,3,7,7
42,No,Travel_Rarely,557,Research & Development,18 years ,4,Life Sciences,1998,Very High,Male,35,High,Junior Level,Research Scientist,Low,Divorced,5410,6,Yes,17,Stanadard,High,80,1,9 years ,Good,4,3,1,2
41,No,Travel_Rarely,642,Research & Development,1 years ,3,Life Sciences,1999,Very High,Male,76,High,Entry Level,Research Scientist,Very High,Married,2782,3,No,22,High,Low,80,1,12 years ,Better,5,3,1,0
47,No,Non-Travel,1162,Research & Development,1 years ,1,Medical,2000,High,Female,98,High,Senior Level,Research Director,Medium,Married,11957,0,No,18,Stanadard,Low,80,2,14 years ,Bad,13,8,5,12
35,No,Travel_Rarely,1490,Research & Development,11 years ,4,Medical,2003,Very High,Male,43,High,Entry Level,Laboratory Technician,High,Married,2660,7,Yes,11,Stanadard,High,80,1,5 years ,Better,2,2,2,2
22,No,Travel_Rarely,581,Research & Development,1 years ,2,Life Sciences,2007,Very High,Male,63,High,Entry Level,Research Scientist,High,Single,3375,0,No,12,Stanadard,Very High,80,0,4 years ,Best,3,2,1,2
35,No,Travel_Rarely,1395,Research & Development,9 years ,4,Medical,2008,Medium,Male,48,High,Junior Level,Research Scientist,High,Single,5098,1,No,19,Stanadard,Medium,80,0,10 years ,Better,10,7,0,8
33,No,Travel_Rarely,501,Research & Development,15 years ,2,Medical,2009,Medium,Female,95,High,Junior Level,Healthcare Representative,Very High,Married,4878,0,Yes,13,Stanadard,Low,80,1,10 years ,Better,9,7,8,1
32,No,Travel_Rarely,267,Research & Development,29 years ,4,Life Sciences,2010,High,Female,49,Medium,Entry Level,Laboratory Technician,Medium,Single,2837,1,No,13,Stanadard,High,80,0,6 years ,Better,6,2,4,1
40,No,Travel_Rarely,543,Research & Development,1 years ,4,Life Sciences,2012,Low,Male,83,High,Entry Level,Laboratory Technician,Very High,Married,2406,8,No,19,Stanadard,High,80,2,8 years ,Good,1,0,0,0
32,No,Travel_Rarely,234,Sales,1 years ,4,Medical,2013,Medium,Male,68,Medium,Entry Level,Sales Representative,Medium,Married,2269,0,No,14,Stanadard,Medium,80,1,3 years ,Better,2,2,2,2
39,No,Travel_Rarely,116,Research & Development,24 years ,1,Life Sciences,2014,Low,Male,52,High,Junior Level,Research Scientist,Very High,Single,4108,7,No,13,Stanadard,Low,80,0,18 years ,Better,7,7,1,7
38,No,Travel_Rarely,201,Research & Development,10 years ,3,Medical,2015,Medium,Female,99,Low,Senior Level,Research Director,High,Married,13206,3,No,12,Stanadard,Low,80,1,20 years ,Better,18,16,1,11
32,No,Travel_Rarely,801,Sales,1 years ,4,Marketing,2016,High,Female,48,High,Senior Level,Sales Executive,Very High,Married,10422,1,No,19,Stanadard,High,80,2,14 years ,Better,14,10,5,7
37,No,Travel_Rarely,161,Research & Development,10 years ,3,Life Sciences,2017,High,Female,42,Very High,Senior Level,Research Director,Very High,Married,13744,1,Yes,25,High,Low,80,1,16 years ,Better,16,11,6,8
